gene,score,rank
RAP1A,6.985484072563484e-06,141
MDH2,6.985484072563484e-06,141
AKAP12,6.548891318028265e-06,146
ELMO2,6.548891318028265e-06,146
EIF2S1,5.67570580895783e-06,148
CNRIP1,5.67570580895783e-06,148
GPD1L,5.455862108346957e-06,150
ALDOA,4.9116684885212e-06,151
SIRPA,4.9116684885212e-06,151
EFHD2,4.584223922619787e-06,153
AP2S1,4.584223922619787e-06,153
VPS18,4.584223922619787e-06,153
TMOD2,4.364689686677567e-06,156
ATP1A1,4.364689686677567e-06,156
DMXL2,4.364689686677567e-06,156
PPA2,4.364689686677567e-06,156
CLIC4,4.2567793567183734e-06,160
CNN3,4.2567793567183734e-06,160
DENR,3.929334790816961e-06,162
ADD1,3.928220718009809e-06,163
HSPA12A,3.928220718009809e-06,163
LRP1,3.927106645202661e-06,165
CSRP1,3.4917517493420535e-06,166
ZYX,3.4917517493420535e-06,166
IMPDH2,2.9461655385073575e-06,168
CANX,2.9461655385073575e-06,168
USP5,2.9461655385073575e-06,168
CAPZA2,2.727157392501847e-06,171
CORO2B,2.727157392501847e-06,171
EEF2,2.6188138120065403e-06,173
PYGM,2.6188138120065403e-06,173
ALDH9A1,2.6188138120065403e-06,173
EPS15,2.6188138120065403e-06,173
ANXA6,2.6188138120065403e-06,173
CRMP1,2.6188138120065403e-06,173
SORBS1,2.2914620855057227e-06,179
ARRB1,2.2914620855057227e-06,179
EPB41L3,2.2914620855057227e-06,179
GLRX3,2.2914620855057227e-06,179
ALCAM,1.7458758746710267e-06,183
